ReactionID,Aryl Halide,Boronate,Ligand,Base,Solvent,Yield
347,R1_Cl,R2_B(OH)2,Xantphos,KOH,MeOH,15.64000034
348,R1_Cl,R2_B(OH)2,Tol,KOH,MeOH,26.27000046
349,R1_Cl,R2_B(OH)2,P(tBu)3,LiOtBu,MeOH,12.85000038
350,R1_Cl,R2_B(OH)2,PPh3,LiOtBu,MeOH,22.93000031
351,R1_Cl,R2_B(OH)2,AmPhos,LiOtBu,MeOH,12.78999996
352,R1_Cl,R2_B(OH)2,P(Cy)3,LiOtBu,MeOH,13.31000042
353,R1_Cl,R2_B(OH)2,P(o-Tol)3,LiOtBu,MeOH,11.64000034
354,R1_Cl,R2_B(OH)2,cataCXium A,LiOtBu,MeOH,13.56000042
355,R1_Cl,R2_B(OH)2,SPhos,LiOtBu,MeOH,16.82999992
356,R1_Cl,R2_B(OH)2,dtbpf,LiOtBu,MeOH,21.54999924
357,R1_Cl,R2_B(OH)2,XPhos,LiOtBu,MeOH,27.32999992
358,R1_Cl,R2_B(OH)2,dppf,LiOtBu,MeOH,26.96999931
359,R1_Cl,R2_B(OH)2,Xantphos,LiOtBu,MeOH,25.54999924
360,R1_Cl,R2_B(OH)2,Tol,LiOtBu,MeOH,15.42000008
361,R1_Cl,R2_B(OH)2,P(tBu)3,Et3N,MeOH,12.61999989
362,R1_Cl,R2_B(OH)2,PPh3,Et3N,MeOH,17.43000031
363,R1_Cl,R2_B(OH)2,AmPhos,Et3N,MeOH,13.35000038
364,R1_Cl,R2_B(OH)2,P(Cy)3,Et3N,MeOH,27.88999939
365,R1_Cl,R2_B(OH)2,P(o-Tol)3,Et3N,MeOH,14.64999962
366,R1_Cl,R2_B(OH)2,cataCXium A,Et3N,MeOH,31.02000046
367,R1_Cl,R2_B(OH)2,SPhos,Et3N,MeOH,18.02000046
368,R1_Cl,R2_B(OH)2,dtbpf,Et3N,MeOH,16.25
369,R1_Cl,R2_B(OH)2,XPhos,Et3N,MeOH,32.86000061
370,R1_Cl,R2_B(OH)2,dppf,Et3N,MeOH,37.84999847
371,R1_Cl,R2_B(OH)2,Xantphos,Et3N,MeOH,15.18000031
372,R1_Cl,R2_B(OH)2,Tol,Et3N,MeOH,15.35999966
373,R1_Cl,R2_B(OH)2,P(tBu)3,None,MeOH,13.88000011
374,R1_Cl,R2_B(OH)2,PPh3,None,MeOH,14.69999981
375,R1_Cl,R2_B(OH)2,AmPhos,None,MeOH,32.25
376,R1_Cl,R2_B(OH)2,P(Cy)3,None,MeOH,17.64999962
377,R1_Cl,R2_B(OH)2,P(o-Tol)3,None,MeOH,16.98999977
378,R1_Cl,R2_B(OH)2,cataCXium A,None,MeOH,41.59000015
379,R1_Cl,R2_B(OH)2,SPhos,None,MeOH,21.46999931
380,R1_Cl,R2_B(OH)2,dtbpf,None,MeOH,18.25
381,R1_Cl,R2_B(OH)2,XPhos,None,MeOH,37.86999893
382,R1_Cl,R2_B(OH)2,dppf,None,MeOH,30.36000061
383,R1_Cl,R2_B(OH)2,Xantphos,None,MeOH,35.31999969
384,R1_Cl,R2_B(OH)2,Tol,None,MeOH,13.90999985
385,R1_Br,R2_B(OH)2,P(tBu)3,NaOH,MeCN,79.30999756
386,R1_Br,R2_B(OH)2,PPh3,NaOH,MeCN,85.43000031
387,R1_Br,R2_B(OH)2,AmPhos,NaOH,MeCN,86.81999969
388,R1_Br,R2_B(OH)2,P(Cy)3,NaOH,MeCN,75.98000336
389,R1_Br,R2_B(OH)2,P(o-Tol)3,NaOH,MeCN,41.79999924
390,R1_Br,R2_B(OH)2,cataCXium A,NaOH,MeCN,96.37999725
391,R1_Br,R2_B(OH)2,SPhos,NaOH,MeCN,92.62999725
392,R1_Br,R2_B(OH)2,dtbpf,NaOH,MeCN,46.79000092
393,R1_Br,R2_B(OH)2,XPhos,NaOH,MeCN,90.20999908
394,R1_Br,R2_B(OH)2,dppf,NaOH,MeCN,26.02000046
395,R1_Br,R2_B(OH)2,Xantphos,NaOH,MeCN,10.73999977
396,R1_Br,R2_B(OH)2,Tol,NaOH,MeCN,43.15000153
397,R1_Br,R2_B(OH)2,P(tBu)3,NaHCO3,MeCN,93.30000305
398,R1_Br,R2_B(OH)2,PPh3,NaHCO3,MeCN,90.88999939
399,R1_Br,R2_B(OH)2,AmPhos,NaHCO3,MeCN,93.44000244
400,R1_Br,R2_B(OH)2,P(Cy)3,NaHCO3,MeCN,86.12999725
401,R1_Br,R2_B(OH)2,P(o-Tol)3,NaHCO3,MeCN,28.21999931
402,R1_Br,R2_B(OH)2,cataCXium A,NaHCO3,MeCN,93.94000244
403,R1_Br,R2_B(OH)2,SPhos,NaHCO3,MeCN,71.11000061
404,R1_Br,R2_B(OH)2,dtbpf,NaHCO3,MeCN,33.61000061
405,R1_Br,R2_B(OH)2,XPhos,NaHCO3,MeCN,56.95999908
406,R1_Br,R2_B(OH)2,dppf,NaHCO3,MeCN,59.54000092
407,R1_Br,R2_B(OH)2,Xantphos,NaHCO3,MeCN,0.639999986
408,R1_Br,R2_B(OH)2,Tol,NaHCO3,MeCN,23.17000008
409,R1_Br,R2_B(OH)2,P(tBu)3,CsF,MeCN,76.51000214
410,R1_Br,R2_B(OH)2,PPh3,CsF,MeCN,68.5
411,R1_Br,R2_B(OH)2,AmPhos,CsF,MeCN,83.59999847
412,R1_Br,R2_B(OH)2,P(Cy)3,CsF,MeCN,71
413,R1_Br,R2_B(OH)2,P(o-Tol)3,CsF,MeCN,39.97999954
414,R1_Br,R2_B(OH)2,cataCXium A,CsF,MeCN,84.01999664
415,R1_Br,R2_B(OH)2,SPhos,CsF,MeCN,46.81000137
416,R1_Br,R2_B(OH)2,dtbpf,CsF,MeCN,37.36000061
417,R1_Br,R2_B(OH)2,XPhos,CsF,MeCN,46.08000183
418,R1_Br,R2_B(OH)2,dppf,CsF,MeCN,47.45999908
419,R1_Br,R2_B(OH)2,Xantphos,CsF,MeCN,1.210000038
420,R1_Br,R2_B(OH)2,Tol,CsF,MeCN,19.09000015
421,R1_Br,R2_B(OH)2,P(tBu)3,K3PO4,MeCN,67.13999939
422,R1_Br,R2_B(OH)2,PPh3,K3PO4,MeCN,62.56000137
423,R1_Br,R2_B(OH)2,AmPhos,K3PO4,MeCN,77.70999908
424,R1_Br,R2_B(OH)2,P(Cy)3,K3PO4,MeCN,48.16999817
425,R1_Br,R2_B(OH)2,P(o-Tol)3,K3PO4,MeCN,30.39999962
426,R1_Br,R2_B(OH)2,cataCXium A,K3PO4,MeCN,82.69000244
427,R1_Br,R2_B(OH)2,SPhos,K3PO4,MeCN,36.08000183
428,R1_Br,R2_B(OH)2,dtbpf,K3PO4,MeCN,36.41999817
429,R1_Br,R2_B(OH)2,XPhos,K3PO4,MeCN,34.02999878
430,R1_Br,R2_B(OH)2,dppf,K3PO4,MeCN,46.72999954
431,R1_Br,R2_B(OH)2,Xantphos,K3PO4,MeCN,1.049999952
432,R1_Br,R2_B(OH)2,Tol,K3PO4,MeCN,10.13000011
433,R1_Br,R2_B(OH)2,P(tBu)3,KOH,MeCN,78.75
434,R1_Br,R2_B(OH)2,PPh3,KOH,MeCN,76.72000122
435,R1_Br,R2_B(OH)2,AmPhos,KOH,MeCN,87.47000122
436,R1_Br,R2_B(OH)2,P(Cy)3,KOH,MeCN,63.20000076
437,R1_Br,R2_B(OH)2,P(o-Tol)3,KOH,MeCN,40.06000137
438,R1_Br,R2_B(OH)2,cataCXium A,KOH,MeCN,95.56999969
439,R1_Br,R2_B(OH)2,SPhos,KOH,MeCN,71.70999908
440,R1_Br,R2_B(OH)2,dtbpf,KOH,MeCN,39.97999954
441,R1_Br,R2_B(OH)2,XPhos,KOH,MeCN,74.15000153
442,R1_Br,R2_B(OH)2,dppf,KOH,MeCN,49.25
443,R1_Br,R2_B(OH)2,Xantphos,KOH,MeCN,9.390000343
444,R1_Br,R2_B(OH)2,Tol,KOH,MeCN,20.94000053
445,R1_Br,R2_B(OH)2,P(tBu)3,LiOtBu,MeCN,90.98999786
446,R1_Br,R2_B(OH)2,PPh3,LiOtBu,MeCN,96.76000214
447,R1_Br,R2_B(OH)2,AmPhos,LiOtBu,MeCN,91.93000031
448,R1_Br,R2_B(OH)2,P(Cy)3,LiOtBu,MeCN,87.48999786
449,R1_Br,R2_B(OH)2,P(o-Tol)3,LiOtBu,MeCN,34.72999954
450,R1_Br,R2_B(OH)2,cataCXium A,LiOtBu,MeCN,95.87999725
451,R1_Br,R2_B(OH)2,SPhos,LiOtBu,MeCN,92.52999878
452,R1_Br,R2_B(OH)2,dtbpf,LiOtBu,MeCN,48.99000168
453,R1_Br,R2_B(OH)2,XPhos,LiOtBu,MeCN,75.54000092
454,R1_Br,R2_B(OH)2,dppf,LiOtBu,MeCN,31.64999962
455,R1_Br,R2_B(OH)2,Xantphos,LiOtBu,MeCN,9.989999771
456,R1_Br,R2_B(OH)2,Tol,LiOtBu,MeCN,27.94000053
457,R1_Br,R2_B(OH)2,P(tBu)3,Et3N,MeCN,91.94999695
458,R1_Br,R2_B(OH)2,PPh3,Et3N,MeCN,88.90000153
459,R1_Br,R2_B(OH)2,AmPhos,Et3N,MeCN,91.31999969
460,R1_Br,R2_B(OH)2,P(Cy)3,Et3N,MeCN,90.59999847
461,R1_Br,R2_B(OH)2,P(o-Tol)3,Et3N,MeCN,25.71999931
462,R1_Br,R2_B(OH)2,cataCXium A,Et3N,MeCN,96.05000305
463,R1_Br,R2_B(OH)2,SPhos,Et3N,MeCN,81.16000366
464,R1_Br,R2_B(OH)2,dtbpf,Et3N,MeCN,38.88000107
465,R1_Br,R2_B(OH)2,XPhos,Et3N,MeCN,64.30000305
466,R1_Br,R2_B(OH)2,dppf,Et3N,MeCN,57.40999985
467,R1_Br,R2_B(OH)2,Xantphos,Et3N,MeCN,5.489999771
468,R1_Br,R2_B(OH)2,Tol,Et3N,MeCN,16.81999969
469,R1_Br,R2_B(OH)2,P(tBu)3,None,MeCN,91.08999634
470,R1_Br,R2_B(OH)2,PPh3,None,MeCN,83.33999634
471,R1_Br,R2_B(OH)2,AmPhos,None,MeCN,90.33999634
472,R1_Br,R2_B(OH)2,P(Cy)3,None,MeCN,67.73000336
473,R1_Br,R2_B(OH)2,P(o-Tol)3,None,MeCN,21.43000031
474,R1_Br,R2_B(OH)2,cataCXium A,None,MeCN,91.80999756
475,R1_Br,R2_B(OH)2,SPhos,None,MeCN,61.59999847
476,R1_Br,R2_B(OH)2,dtbpf,None,MeCN,47.66999817
477,R1_Br,R2_B(OH)2,XPhos,None,MeCN,42.68999863
478,R1_Br,R2_B(OH)2,dppf,None,MeCN,62.13000107
479,R1_Br,R2_B(OH)2,Xantphos,None,MeCN,0.460000008
480,R1_Br,R2_B(OH)2,Tol,None,MeCN,14.56000042
481,R1_Br,R2_B(OH)2,P(tBu)3,NaOH,THF,87.81999969
482,R1_Br,R2_B(OH)2,PPh3,NaOH,THF,90.20999908
483,R1_Br,R2_B(OH)2,AmPhos,NaOH,THF,86.25
484,R1_Br,R2_B(OH)2,P(Cy)3,NaOH,THF,78.26000214
485,R1_Br,R2_B(OH)2,P(o-Tol)3,NaOH,THF,70.18000031
486,R1_Br,R2_B(OH)2,cataCXium A,NaOH,THF,96.56999969
487,R1_Br,R2_B(OH)2,SPhos,NaOH,THF,72.44000244
488,R1_Br,R2_B(OH)2,dtbpf,NaOH,THF,67.88999939
489,R1_Br,R2_B(OH)2,XPhos,NaOH,THF,71.63999939
490,R1_Br,R2_B(OH)2,dppf,NaOH,THF,25
491,R1_Br,R2_B(OH)2,Xantphos,NaOH,THF,11.97000027
492,R1_Br,R2_B(OH)2,Tol,NaOH,THF,8.100000381
493,R1_Br,R2_B(OH)2,P(tBu)3,NaHCO3,THF,93.98999786
494,R1_Br,R2_B(OH)2,PPh3,NaHCO3,THF,95.93000031
495,R1_Br,R2_B(OH)2,AmPhos,NaHCO3,THF,91.69000244
496,R1_Br,R2_B(OH)2,P(Cy)3,NaHCO3,THF,74.19000244
497,R1_Br,R2_B(OH)2,P(o-Tol)3,NaHCO3,THF,56.20000076
498,R1_Br,R2_B(OH)2,cataCXium A,NaHCO3,THF,96.88999939
499,R1_Br,R2_B(OH)2,SPhos,NaHCO3,THF,67.19999695
500,R1_Br,R2_B(OH)2,dtbpf,NaHCO3,THF,55.38000107
501,R1_Br,R2_B(OH)2,XPhos,NaHCO3,THF,48.36999893
502,R1_Br,R2_B(OH)2,dppf,NaHCO3,THF,17.12999916
503,R1_Br,R2_B(OH)2,Xantphos,NaHCO3,THF,4.659999847
504,R1_Br,R2_B(OH)2,Tol,NaHCO3,THF,5.900000095
505,R1_Br,R2_B(OH)2,P(tBu)3,CsF,THF,72.81999969
506,R1_Br,R2_B(OH)2,PPh3,CsF,THF,75.08000183
507,R1_Br,R2_B(OH)2,AmPhos,CsF,THF,74.79000092
508,R1_Br,R2_B(OH)2,P(Cy)3,CsF,THF,55.50999832
509,R1_Br,R2_B(OH)2,P(o-Tol)3,CsF,THF,51.70999908
510,R1_Br,R2_B(OH)2,cataCXium A,CsF,THF,75.62000275
511,R1_Br,R2_B(OH)2,SPhos,CsF,THF,32.56000137
512,R1_Br,R2_B(OH)2,dtbpf,CsF,THF,44.38000107
513,R1_Br,R2_B(OH)2,XPhos,CsF,THF,19.32999992
514,R1_Br,R2_B(OH)2,dppf,CsF,THF,23.53000069
515,R1_Br,R2_B(OH)2,Xantphos,CsF,THF,6.449999809
516,R1_Br,R2_B(OH)2,Tol,CsF,THF,6.809999943
517,R1_Br,R2_B(OH)2,P(tBu)3,K3PO4,THF,60.20000076
518,R1_Br,R2_B(OH)2,PPh3,K3PO4,THF,70.77999878
519,R1_Br,R2_B(OH)2,AmPhos,K3PO4,THF,70.16000366
520,R1_Br,R2_B(OH)2,P(Cy)3,K3PO4,THF,34.61000061
521,R1_Br,R2_B(OH)2,P(o-Tol)3,K3PO4,THF,34.54000092
522,R1_Br,R2_B(OH)2,cataCXium A,K3PO4,THF,79.66000366
523,R1_Br,R2_B(OH)2,SPhos,K3PO4,THF,34.88000107
524,R1_Br,R2_B(OH)2,dtbpf,K3PO4,THF,44.65000153
525,R1_Br,R2_B(OH)2,XPhos,K3PO4,THF,24.47999954
526,R1_Br,R2_B(OH)2,dppf,K3PO4,THF,19.23999977
527,R1_Br,R2_B(OH)2,Xantphos,K3PO4,THF,1.409999967
528,R1_Br,R2_B(OH)2,Tol,K3PO4,THF,6.809999943
529,R1_Br,R2_B(OH)2,P(tBu)3,KOH,THF,66.68000031
530,R1_Br,R2_B(OH)2,PPh3,KOH,THF,73.80000305
531,R1_Br,R2_B(OH)2,AmPhos,KOH,THF,75.62999725
532,R1_Br,R2_B(OH)2,P(Cy)3,KOH,THF,44.09999847
533,R1_Br,R2_B(OH)2,P(o-Tol)3,KOH,THF,52.45000076
534,R1_Br,R2_B(OH)2,cataCXium A,KOH,THF,87.87999725
535,R1_Br,R2_B(OH)2,SPhos,KOH,THF,51.15000153
536,R1_Br,R2_B(OH)2,dtbpf,KOH,THF,57.36000061
537,R1_Br,R2_B(OH)2,XPhos,KOH,THF,50.11999893
538,R1_Br,R2_B(OH)2,dppf,KOH,THF,22.21999931
539,R1_Br,R2_B(OH)2,Xantphos,KOH,THF,5.309999943
540,R1_Br,R2_B(OH)2,Tol,KOH,THF,11.93000031
541,R1_Br,R2_B(OH)2,P(tBu)3,LiOtBu,THF,92.76999664
542,R1_Br,R2_B(OH)2,PPh3,LiOtBu,THF,87.77999878
543,R1_Br,R2_B(OH)2,AmPhos,LiOtBu,THF,89.22000122
544,R1_Br,R2_B(OH)2,P(Cy)3,LiOtBu,THF,73.59999847
545,R1_Br,R2_B(OH)2,P(o-Tol)3,LiOtBu,THF,73.33000183
546,R1_Br,R2_B(OH)2,cataCXium A,LiOtBu,THF,97.29000092
547,R1_Br,R2_B(OH)2,SPhos,LiOtBu,THF,68.31999969
548,R1_Br,R2_B(OH)2,dtbpf,LiOtBu,THF,67.40000153
549,R1_Br,R2_B(OH)2,XPhos,LiOtBu,THF,45.58000183
550,R1_Br,R2_B(OH)2,dppf,LiOtBu,THF,24.04000092
551,R1_Br,R2_B(OH)2,Xantphos,LiOtBu,THF,9.880000114
552,R1_Br,R2_B(OH)2,Tol,LiOtBu,THF,7.460000038
553,R1_Br,R2_B(OH)2,P(tBu)3,Et3N,THF,94.66999817
554,R1_Br,R2_B(OH)2,PPh3,Et3N,THF,94.87999725
555,R1_Br,R2_B(OH)2,AmPhos,Et3N,THF,91.87999725
556,R1_Br,R2_B(OH)2,P(Cy)3,Et3N,THF,80.43000031
557,R1_Br,R2_B(OH)2,P(o-Tol)3,Et3N,THF,41.27999878
558,R1_Br,R2_B(OH)2,cataCXium A,Et3N,THF,97.83000183
559,R1_Br,R2_B(OH)2,SPhos,Et3N,THF,70.44999695
560,R1_Br,R2_B(OH)2,dtbpf,Et3N,THF,68.66000366
561,R1_Br,R2_B(OH)2,XPhos,Et3N,THF,60.95000076
562,R1_Br,R2_B(OH)2,dppf,Et3N,THF,21.56999969
563,R1_Br,R2_B(OH)2,Xantphos,Et3N,THF,9.140000343
564,R1_Br,R2_B(OH)2,Tol,Et3N,THF,10.52999973
565,R1_Br,R2_B(OH)2,P(tBu)3,None,THF,92.98000336
566,R1_Br,R2_B(OH)2,PPh3,None,THF,95.48000336
567,R1_Br,R2_B(OH)2,AmPhos,None,THF,92.22000122
568,R1_Br,R2_B(OH)2,P(Cy)3,None,THF,81.47000122
569,R1_Br,R2_B(OH)2,P(o-Tol)3,None,THF,65.13999939
570,R1_Br,R2_B(OH)2,cataCXium A,None,THF,97.86000061
571,R1_Br,R2_B(OH)2,SPhos,None,THF,61.38999939
572,R1_Br,R2_B(OH)2,dtbpf,None,THF,63.97999954
573,R1_Br,R2_B(OH)2,XPhos,None,THF,63.04000092
574,R1_Br,R2_B(OH)2,dppf,None,THF,20.45000076
575,R1_Br,R2_B(OH)2,Xantphos,None,THF,8.359999657
576,R1_Br,R2_B(OH)2,Tol,None,THF,14.34000015
577,R1_Br,R2_B(OH)2,P(tBu)3,NaOH,DMF,72.56999969
578,R1_Br,R2_B(OH)2,PPh3,NaOH,DMF,75.94000244
579,R1_Br,R2_B(OH)2,AmPhos,NaOH,DMF,66.37000275
580,R1_Br,R2_B(OH)2,P(Cy)3,NaOH,DMF,55.56000137
581,R1_Br,R2_B(OH)2,P(o-Tol)3,NaOH,DMF,17.10000038
582,R1_Br,R2_B(OH)2,cataCXium A,NaOH,DMF,81.08999634
583,R1_Br,R2_B(OH)2,SPhos,NaOH,DMF,59.54999924
584,R1_Br,R2_B(OH)2,dtbpf,NaOH,DMF,37.65999985
585,R1_Br,R2_B(OH)2,XPhos,NaOH,DMF,26.44000053
586,R1_Br,R2_B(OH)2,dppf,NaOH,DMF,13.84000015
587,R1_Br,R2_B(OH)2,Xantphos,NaOH,DMF,9.739999771
588,R1_Br,R2_B(OH)2,Tol,NaOH,DMF,10.42000008
589,R1_Br,R2_B(OH)2,P(tBu)3,NaHCO3,DMF,13.19999981
590,R1_Br,R2_B(OH)2,PPh3,NaHCO3,DMF,84.38999939
591,R1_Br,R2_B(OH)2,AmPhos,NaHCO3,DMF,29.97999954
592,R1_Br,R2_B(OH)2,P(Cy)3,NaHCO3,DMF,37.34000015
593,R1_Br,R2_B(OH)2,P(o-Tol)3,NaHCO3,DMF,11.56000042
594,R1_Br,R2_B(OH)2,cataCXium A,NaHCO3,DMF,50.79000092
595,R1_Br,R2_B(OH)2,SPhos,NaHCO3,DMF,27.28000069
596,R1_Br,R2_B(OH)2,dtbpf,NaHCO3,DMF,14.77999973
597,R1_Br,R2_B(OH)2,XPhos,NaHCO3,DMF,10.88000011
598,R1_Br,R2_B(OH)2,dppf,NaHCO3,DMF,17.45000076
599,R1_Br,R2_B(OH)2,Xantphos,NaHCO3,DMF,1.480000019
600,R1_Br,R2_B(OH)2,Tol,NaHCO3,DMF,7.869999886
601,R1_Br,R2_B(OH)2,P(tBu)3,CsF,DMF,9.479999542
602,R1_Br,R2_B(OH)2,PPh3,CsF,DMF,84.61000061
603,R1_Br,R2_B(OH)2,AmPhos,CsF,DMF,57.93999863
604,R1_Br,R2_B(OH)2,P(Cy)3,CsF,DMF,57.56000137
605,R1_Br,R2_B(OH)2,P(o-Tol)3,CsF,DMF,14.51000023
606,R1_Br,R2_B(OH)2,cataCXium A,CsF,DMF,80.36000061
607,R1_Br,R2_B(OH)2,SPhos,CsF,DMF,62.25999832
608,R1_Br,R2_B(OH)2,dtbpf,CsF,DMF,28.70999908
609,R1_Br,R2_B(OH)2,XPhos,CsF,DMF,44.81000137
610,R1_Br,R2_B(OH)2,dppf,CsF,DMF,14.38000011
611,R1_Br,R2_B(OH)2,Xantphos,CsF,DMF,1.879999995
612,R1_Br,R2_B(OH)2,Tol,CsF,DMF,16
613,R1_Br,R2_B(OH)2,P(tBu)3,K3PO4,DMF,50.79000092
614,R1_Br,R2_B(OH)2,PPh3,K3PO4,DMF,72.94000244
615,R1_Br,R2_B(OH)2,AmPhos,K3PO4,DMF,56.65000153
616,R1_Br,R2_B(OH)2,P(Cy)3,K3PO4,DMF,29.95999908
617,R1_Br,R2_B(OH)2,P(o-Tol)3,K3PO4,DMF,16.20000076
618,R1_Br,R2_B(OH)2,cataCXium A,K3PO4,DMF,65.70999908
619,R1_Br,R2_B(OH)2,SPhos,K3PO4,DMF,22.23999977
620,R1_Br,R2_B(OH)2,dtbpf,K3PO4,DMF,23.11000061
621,R1_Br,R2_B(OH)2,XPhos,K3PO4,DMF,29.35000038
622,R1_Br,R2_B(OH)2,dppf,K3PO4,DMF,12.76000023
623,R1_Br,R2_B(OH)2,Xantphos,K3PO4,DMF,1.379999995
624,R1_Br,R2_B(OH)2,Tol,K3PO4,DMF,7.449999809
625,R1_Br,R2_B(OH)2,P(tBu)3,KOH,DMF,49.15000153
626,R1_Br,R2_B(OH)2,PPh3,KOH,DMF,80.18000031
627,R1_Br,R2_B(OH)2,AmPhos,KOH,DMF,67.22000122
628,R1_Br,R2_B(OH)2,P(Cy)3,KOH,DMF,60.70999908
629,R1_Br,R2_B(OH)2,P(o-Tol)3,KOH,DMF,20.56999969
630,R1_Br,R2_B(OH)2,cataCXium A,KOH,DMF,84.98999786
631,R1_Br,R2_B(OH)2,SPhos,KOH,DMF,62.65999985
632,R1_Br,R2_B(OH)2,dtbpf,KOH,DMF,40.31999969
633,R1_Br,R2_B(OH)2,XPhos,KOH,DMF,30.54999924
634,R1_Br,R2_B(OH)2,dppf,KOH,DMF,15.73999977
635,R1_Br,R2_B(OH)2,Xantphos,KOH,DMF,14.10000038
636,R1_Br,R2_B(OH)2,Tol,KOH,DMF,21.52000046
637,R1_Br,R2_B(OH)2,P(tBu)3,LiOtBu,DMF,82.06999969
638,R1_Br,R2_B(OH)2,PPh3,LiOtBu,DMF,81.23000336
639,R1_Br,R2_B(OH)2,AmPhos,LiOtBu,DMF,59.02000046
640,R1_Br,R2_B(OH)2,P(Cy)3,LiOtBu,DMF,64.12999725
641,R1_Br,R2_B(OH)2,P(o-Tol)3,LiOtBu,DMF,16.87000084
642,R1_Br,R2_B(OH)2,cataCXium A,LiOtBu,DMF,77.37999725
643,R1_Br,R2_B(OH)2,SPhos,LiOtBu,DMF,48.5
644,R1_Br,R2_B(OH)2,dtbpf,LiOtBu,DMF,39.13999939
645,R1_Br,R2_B(OH)2,XPhos,LiOtBu,DMF,18.95000076
646,R1_Br,R2_B(OH)2,dppf,LiOtBu,DMF,14.06999969
647,R1_Br,R2_B(OH)2,Xantphos,LiOtBu,DMF,3.849999905
648,R1_Br,R2_B(OH)2,Tol,LiOtBu,DMF,8.390000343
649,R1_Br,R2_B(OH)2,P(tBu)3,Et3N,DMF,66.97000122
650,R1_Br,R2_B(OH)2,PPh3,Et3N,DMF,69.58000183
651,R1_Br,R2_B(OH)2,AmPhos,Et3N,DMF,50.06000137
652,R1_Br,R2_B(OH)2,P(Cy)3,Et3N,DMF,38.25
653,R1_Br,R2_B(OH)2,P(o-Tol)3,Et3N,DMF,23.22999954
654,R1_Br,R2_B(OH)2,cataCXium A,Et3N,DMF,65.02999878
655,R1_Br,R2_B(OH)2,SPhos,Et3N,DMF,22.76000023
656,R1_Br,R2_B(OH)2,dtbpf,Et3N,DMF,19.56999969
657,R1_Br,R2_B(OH)2,XPhos,Et3N,DMF,22.27000046
658,R1_Br,R2_B(OH)2,dppf,Et3N,DMF,12.81000042
659,R1_Br,R2_B(OH)2,Xantphos,Et3N,DMF,0.930000007
660,R1_Br,R2_B(OH)2,Tol,Et3N,DMF,8.210000038
661,R1_Br,R2_B(OH)2,P(tBu)3,None,DMF,68.5
662,R1_Br,R2_B(OH)2,PPh3,None,DMF,72.84999847
663,R1_Br,R2_B(OH)2,AmPhos,None,DMF,57.54000092
664,R1_Br,R2_B(OH)2,P(Cy)3,None,DMF,28.70000076
665,R1_Br,R2_B(OH)2,P(o-Tol)3,None,DMF,17.90999985
666,R1_Br,R2_B(OH)2,cataCXium A,None,DMF,62.31999969
667,R1_Br,R2_B(OH)2,SPhos,None,DMF,20.77000046
668,R1_Br,R2_B(OH)2,dtbpf,None,DMF,20.59000015
669,R1_Br,R2_B(OH)2,XPhos,None,DMF,15.10000038
670,R1_Br,R2_B(OH)2,dppf,None,DMF,17.14999962
671,R1_Br,R2_B(OH)2,Xantphos,None,DMF,1.00999999
672,R1_Br,R2_B(OH)2,Tol,None,DMF,8.909999847
673,R1_Br,R2_B(OH)2,P(tBu)3,NaOH,MeOH,85.05000305
674,R1_Br,R2_B(OH)2,PPh3,NaOH,MeOH,92.80000305
675,R1_Br,R2_B(OH)2,AmPhos,NaOH,MeOH,77.33999634
676,R1_Br,R2_B(OH)2,P(Cy)3,NaOH,MeOH,91.23999786
677,R1_Br,R2_B(OH)2,P(o-Tol)3,NaOH,MeOH,87
678,R1_Br,R2_B(OH)2,cataCXium A,NaOH,MeOH,91.58000183
679,R1_Br,R2_B(OH)2,SPhos,NaOH,MeOH,92.87999725
680,R1_Br,R2_B(OH)2,dtbpf,NaOH,MeOH,54.52000046
681,R1_Br,R2_B(OH)2,XPhos,NaOH,MeOH,91.26999664
682,R1_Br,R2_B(OH)2,dppf,NaOH,MeOH,55.15999985
683,R1_Br,R2_B(OH)2,Xantphos,NaOH,MeOH,0.800000012
684,R1_Br,R2_B(OH)2,Tol,NaOH,MeOH,71.48999786
685,R1_Br,R2_B(OH)2,P(tBu)3,NaHCO3,MeOH,77.87999725
686,R1_Br,R2_B(OH)2,PPh3,NaHCO3,MeOH,92.59999847
687,R1_Br,R2_B(OH)2,AmPhos,NaHCO3,MeOH,81.73000336
688,R1_Br,R2_B(OH)2,P(Cy)3,NaHCO3,MeOH,92.23999786
689,R1_Br,R2_B(OH)2,P(o-Tol)3,NaHCO3,MeOH,93.79000092
690,R1_Br,R2_B(OH)2,cataCXium A,NaHCO3,MeOH,86.98000336
691,R1_Br,R2_B(OH)2,SPhos,NaHCO3,MeOH,85.69000244
692,R1_Br,R2_B(OH)2,dtbpf,NaHCO3,MeOH,31.27000046
693,R1_Br,R2_B(OH)2,XPhos,NaHCO3,MeOH,82.19000244
694,R1_Br,R2_B(OH)2,dppf,NaHCO3,MeOH,27.37000084
695,R1_Br,R2_B(OH)2,Xantphos,NaHCO3,MeOH,2.180000067
696,R1_Br,R2_B(OH)2,Tol,NaHCO3,MeOH,51.09999847
697,R1_Br,R2_B(OH)2,P(tBu)3,CsF,MeOH,69.55999756
698,R1_Br,R2_B(OH)2,PPh3,CsF,MeOH,75.45999908
699,R1_Br,R2_B(OH)2,AmPhos,CsF,MeOH,75.58000183
700,R1_Br,R2_B(OH)2,P(Cy)3,CsF,MeOH,75.43000031
